Response,Weights,X0,Y0,X1,Y1,S0_isothermality_2010_1km,S0_jan_rad_2010_1km,S0_mintempjuly_2010_1km,S0_precip_pet_ratio_2010_1km,S1_isothermality_2010_1km,S1_jan_rad_2010_1km,S1_mintempjuly_2010_1km,S1_precip_pet_ratio_2010_1km
0.742857,1.000000,147.181250,-42.826250,147.276250,-42.678750,0.508750,22.219999,2.373750,0.773983,0.517938,23.243750,2.738750,0.506922
0.630573,1.000000,147.181250,-42.826250,147.881250,-42.678750,0.508750,22.219999,2.373750,0.773983,0.514375,21.441250,4.038125,0.678052
1.000000,1.000000,147.181250,-42.826250,146.558750,-42.671250,0.508750,22.219999,2.373750,0.773983,0.417188,18.736250,-1.378125,2.552789
0.808383,1.000000,147.181250,-42.826250,146.606250,-42.663750,0.508750,22.219999,2.373750,0.773983,0.449562,19.792500,-0.619375,2.130760
0.484536,1.000000,147.181250,-42.826250,147.588750,-42.663750,0.508750,22.219999,2.373750,0.773983,0.501938,21.361250,2.358125,0.808267
0.508571,1.000000,147.181250,-42.826250,147.631250,-42.641250,0.508750,22.219999,2.373750,0.773983,0.510625,21.325001,2.787500,0.725041
0.565217,1.000000,147.181250,-42.826250,147.621250,-42.633750,0.508750,22.219999,2.373750,0.773983,0.509250,21.408119,2.682500,0.738047
0.492537,1.000000,147.181250,-42.826250,147.618750,-42.631250,0.508750,22.219999,2.373750,0.773983,0.509063,21.394369,2.576250,0.738318
0.479167,1.000000,147.181250,-42.826250,147.623750,-42.628750,0.508750,22.219999,2.373750,0.773983,0.507250,21.564369,2.511875,0.759785
0.636364,1.000000,147.181250,-42.826250,147.636250,-42.618750,0.508750,22.219999,2.373750,0.773983,0.509188,21.855000,2.594375,0.740023
0.681529,1.000000,147.181250,-42.826250,147.791250,-42.598750,0.508750,22.219999,2.373750,0.773983,0.518250,22.327499,3.560625,0.604447
0.472119,1.000000,147.181250,-42.826250,147.801250,-42.586250,0.508750,22.219999,2.373750,0.773983,0.518250,22.340630,3.538125,0.604693
0.511364,1.000000,147.181250,-42.826250,147.828750,-42.583750,0.508750,22.219999,2.373750,0.773983,0.517500,21.740629,3.567500,0.613939
0.491525,1.000000,147.181250,-42.826250,147.411250,-42.578750,0.508750,22.219999,2.373750,0.773983,0.519875,22.646250,2.513750,0.506215
0.423256,1.000000,147.181250,-42.826250,147.828750,-42.561250,0.508750,22.219999,2.373750,0.773983,0.519500,21.796869,3.563125,0.575689
0.950000,1.000000,147.181250,-42.826250,146.308750,-42.556250,0.508750,22.219999,2.373750,0.773983,0.484375,18.711250,0.386250,2.405241
0.534884,1.000000,147.181250,-42.826250,147.868750,-42.551250,0.508750,22.219999,2.373750,0.773983,0.515562,21.800619,3.368750,0.642147
0.927083,1.000000,147.181250,-42.826250,145.481250,-42.548750,0.508750,22.219999,2.373750,0.773983,0.518000,18.651871,4.877500,2.429828
0.590909,1.000000,147.181250,-42.826250,147.298750,-42.541250,0.508750,22.219999,2.373750,0.773983,0.488313,21.305000,0.552500,0.884505
0.531429,1.000000,147.181250,-42.826250,147.318750,-42.523750,0.508750,22.219999,2.373750,0.773983,0.501562,21.799370,1.055625,0.740617
0.589189,1.000000,147.181250,-42.826250,147.711250,-42.486250,0.508750,22.219999,2.373750,0.773983,0.511000,21.799999,2.268750,0.693914
0.521277,1.000000,147.181250,-42.826250,147.283750,-42.411250,0.508750,22.219999,2.373750,0.773983,0.504625,22.423120,0.655000,0.646159
0.921569,1.000000,147.181250,-42.826250,145.631250,-42.358750,0.508750,22.219999,2.373750,0.773983,0.518687,17.075001,3.459375,3.163254
0.333333,1.000000,147.181250,-42.826250,147.886250,-42.358750,0.508750,22.219999,2.373750,0.773983,0.516688,22.169371,2.665000,0.600376
0.714286,1.000000,147.181250,-42.826250,146.968750,-42.316250,0.508750,22.219999,2.373750,0.773983,0.520187,23.309999,0.128750,0.567831
0.642458,1.000000,147.181250,-42.826250,147.921250,-42.231250,0.508750,22.219999,2.373750,0.773983,0.513313,21.775620,2.103750,0.617053
0.641975,1.000000,147.181250,-42.826250,147.993750,-42.203750,0.508750,22.219999,2.373750,0.773983,0.514625,22.176250,2.432500,0.630389
0.551913,1.000000,147.181250,-42.826250,147.831250,-42.171250,0.508750,22.219999,2.373750,0.773983,0.507187,22.553749,1.200625,0.631702
0.920455,1.000000,147.181250,-42.826250,146.168750,-42.151250,0.508750,22.219999,2.373750,0.773983,0.492813,19.537500,-0.120000,2.297645
0.703226,1.000000,147.181250,-42.826250,148.046250,-42.136250,0.508750,22.219999,2.373750,0.773983,0.526937,22.566250,3.550000,0.523383
0.740385,1.000000,147.181250,-42.826250,147.841250,-42.128750,0.508750,22.219999,2.373750,0.773983,0.510063,22.594999,1.240000,0.627792
0.913514,1.000000,147.181250,-42.826250,146.211250,-42.126250,0.508750,22.219999,2.373750,0.773983,0.498625,20.554371,-0.100000,1.917384
0.607143,1.000000,147.181250,-42.826250,147.363750,-42.088750,0.508750,22.219999,2.373750,0.773983,0.523000,23.450001,0.924375,0.437725
0.570552,1.000000,147.181250,-42.826250,147.958750,-42.073750,0.508750,22.219999,2.373750,0.773983,0.524875,21.887501,2.626250,0.529272
0.595092,1.000000,147.181250,-42.826250,147.956250,-42.056250,0.508750,22.219999,2.373750,0.773983,0.522750,22.223129,2.329375,0.553684
0.625000,1.000000,147.181250,-42.826250,148.268750,-42.053750,0.508750,22.219999,2.373750,0.773983,0.525000,22.036880,4.581250,0.630638
0.690323,1.000000,147.181250,-42.826250,147.428750,-42.028750,0.508750,22.219999,2.373750,0.773983,0.521125,23.137501,0.765625,0.487572
0.670886,1.000000,147.181250,-42.826250,147.971250,-42.018750,0.508750,22.219999,2.373750,0.773983,0.523000,22.373751,2.328750,0.562568
0.515464,1.000000,147.181250,-42.826250,147.968750,-42.016250,0.508750,22.219999,2.373750,0.773983,0.520437,21.765619,2.055625,0.587160
0.688889,1.000000,147.181250,-42.826250,147.191250,-42.008750,0.508750,22.219999,2.373750,0.773983,0.473062,22.155001,-1.173750,1.060383
0.582524,1.000000,147.181250,-42.826250,147.931250,-42.006250,0.508750,22.219999,2.373750,0.773983,0.521250,22.698130,1.945625,0.567240
0.632911,1.000000,147.181250,-42.826250,147.981250,-42.006250,0.508750,22.219999,2.373750,0.773983,0.527188,22.690620,2.808125,0.522838
0.601990,1.000000,147.181250,-42.826250,147.363750,-41.998750,0.508750,22.219999,2.373750,0.773983,0.519750,23.365000,0.643750,0.508960
0.647059,1.000000,147.181250,-42.826250,148.141250,-41.996250,0.508750,22.219999,2.373750,0.773983,0.528687,22.289379,4.028750,0.575890
0.647727,1.000000,147.181250,-42.826250,147.831250,-41.973750,0.508750,22.219999,2.373750,0.773983,0.501437,22.095631,0.546875,0.838635
0.954545,1.000000,147.181250,-42.826250,145.846250,-41.971250,0.508750,22.219999,2.373750,0.773983,0.466188,17.416870,0.123125,3.772912
0.655914,1.000000,147.181250,-42.826250,147.831250,-41.971250,0.508750,22.219999,2.373750,0.773983,0.500750,22.111879,0.520625,0.851564
0.725000,1.000000,147.181250,-42.826250,147.433750,-41.963750,0.508750,22.219999,2.373750,0.773983,0.524188,23.141251,0.993125,0.471430
0.709497,1.000000,147.181250,-42.826250,148.233750,-41.963750,0.508750,22.219999,2.373750,0.773983,0.528625,21.726879,4.650000,0.617725
0.850932,1.000000,147.181250,-42.826250,148.221250,-41.961250,0.508750,22.219999,2.373750,0.773983,0.529875,22.263750,4.704375,0.603182
0.938326,1.000000,147.181250,-42.826250,145.831250,-41.958750,0.508750,22.219999,2.373750,0.773983,0.453375,17.093750,-0.162500,3.972319
0.851429,1.000000,147.181250,-42.826250,145.481250,-41.918750,0.508750,22.219999,2.373750,0.773983,0.469250,15.543130,1.530000,4.175020
0.680365,1.000000,147.181250,-42.826250,147.846250,-41.906250,0.508750,22.219999,2.373750,0.773983,0.471563,20.874371,-0.016250,1.218295
0.591623,1.000000,147.181250,-42.826250,148.148750,-41.856250,0.508750,22.219999,2.373750,0.773983,0.519687,21.504379,2.682500,0.733077
0.451613,1.000000,147.181250,-42.826250,148.098750,-41.848750,0.508750,22.219999,2.373750,0.773983,0.519250,21.474369,2.251875,0.706580
0.680000,1.000000,147.181250,-42.826250,148.258750,-41.846250,0.508750,22.219999,2.373750,0.773983,0.528687,21.719999,4.642500,0.658150
0.534483,1.000000,147.181250,-42.826250,148.248750,-41.821250,0.508750,22.219999,2.373750,0.773983,0.528312,21.285629,4.431250,0.665354
0.598039,1.000000,147.181250,-42.826250,147.241250,-41.818750,0.508750,22.219999,2.373750,0.773983,0.520000,23.423750,1.243125,0.512220
0.705521,1.000000,147.181250,-42.826250,147.321250,-41.808750,0.508750,22.219999,2.373750,0.773983,0.519938,23.282499,1.176250,0.524264
0.733333,1.000000,147.181250,-42.826250,146.911250,-41.806250,0.508750,22.219999,2.373750,0.773983,0.515688,22.038120,0.146250,0.956389
0.647059,1.000000,147.181250,-42.826250,147.333750,-41.793750,0.508750,22.219999,2.373750,0.773983,0.517875,22.907499,0.965625,0.562136
0.858065,1.000000,147.181250,-42.826250,145.628750,-41.771250,0.508750,22.219999,2.373750,0.773983,0.500733,18.055330,2.496000,2.559719
0.954286,1.000000,147.181250,-42.826250,146.701250,-41.748750,0.508750,22.219999,2.373750,0.773983,0.450437,21.193750,-1.871875,1.877870
0.682927,1.000000,147.181250,-42.826250,147.463750,-41.733750,0.508750,22.219999,2.373750,0.773983,0.519313,23.138750,1.253750,0.531868
0.965318,1.000000,147.181250,-42.826250,145.751250,-41.728750,0.508750,22.219999,2.373750,0.773983,0.465187,18.062500,0.560625,3.218137
0.666667,1.000000,147.181250,-42.826250,146.926250,-41.723750,0.508750,22.219999,2.373750,0.773983,0.516000,22.882500,0.649375,0.767045
0.655738,1.000000,147.181250,-42.826250,147.253750,-41.716250,0.508750,22.219999,2.373750,0.773983,0.514000,23.270000,1.098125,0.602288
0.814433,1.000000,147.181250,-42.826250,146.661250,-41.708750,0.508750,22.219999,2.373750,0.773983,0.508313,21.730000,0.029375,1.179973
0.803279,1.000000,147.181250,-42.826250,146.711250,-41.708750,0.508750,22.219999,2.373750,0.773983,0.477812,20.717501,-1.161875,1.688308
0.952096,1.000000,147.181250,-42.826250,145.948750,-41.703750,0.508750,22.219999,2.373750,0.773983,0.428875,17.851250,-0.785000,3.558154
0.888889,1.000000,147.181250,-42.826250,145.971250,-41.696250,0.508750,22.219999,2.373750,0.773983,0.451562,18.297501,-0.323125,3.109294
0.746479,1.000000,147.181250,-42.826250,147.246250,-41.686250,0.508750,22.219999,2.373750,0.773983,0.514000,23.507500,1.438125,0.551184
0.788235,1.000000,147.181250,-42.826250,147.271250,-41.681250,0.508750,22.219999,2.373750,0.773983,0.514000,23.500000,1.544375,0.540869
0.530000,1.000000,147.181250,-42.826250,146.823750,-41.678750,0.508750,22.219999,2.373750,0.773983,0.511625,21.281250,0.285625,0.965886
0.672956,1.000000,147.181250,-42.826250,148.231250,-41.671250,0.508750,22.219999,2.373750,0.773983,0.517500,20.573750,2.988125,0.895712
0.714286,1.000000,147.181250,-42.826250,148.183750,-41.663750,0.508750,22.219999,2.373750,0.773983,0.491750,20.770620,1.626875,1.062456
0.777778,1.000000,147.181250,-42.826250,146.706250,-41.646250,0.508750,22.219999,2.373750,0.773983,0.488750,20.324369,-0.554375,1.679545
0.896104,1.000000,147.181250,-42.826250,145.946250,-41.638750,0.508750,22.219999,2.373750,0.773983,0.457125,18.465000,0.022500,2.989234
0.757576,1.000000,147.181250,-42.826250,147.471250,-41.603750,0.508750,22.219999,2.373750,0.773983,0.512937,22.831249,1.201250,0.667836
0.591837,1.000000,147.181250,-42.826250,148.221250,-41.563750,0.508750,22.219999,2.373750,0.773983,0.507875,20.420620,2.520000,0.977005
0.848649,1.000000,147.181250,-42.826250,145.938750,-41.561250,0.508750,22.219999,2.373750,0.773983,0.464125,19.365629,0.483125,2.704213
0.856209,1.000000,147.181250,-42.826250,145.931250,-41.553750,0.508750,22.219999,2.373750,0.773983,0.464125,19.365629,0.483125,2.704213
0.609467,1.000000,147.181250,-42.826250,146.333750,-41.551250,0.508750,22.219999,2.373750,0.773983,0.508250,21.389999,1.774375,1.258214
0.856410,1.000000,147.181250,-42.826250,146.003750,-41.543750,0.508750,22.219999,2.373750,0.773983,0.470812,19.798130,0.583125,2.435575
0.745223,1.000000,147.181250,-42.826250,148.106250,-41.521250,0.508750,22.219999,2.373750,0.773983,0.501063,20.676250,1.798750,0.932395
0.548872,1.000000,147.181250,-42.826250,147.101250,-41.503750,0.508750,22.219999,2.373750,0.773983,0.502000,23.275000,1.727500,0.674864
0.584775,1.000000,147.181250,-42.826250,147.133750,-41.468750,0.508750,22.219999,2.373750,0.773983,0.500000,23.188120,2.020625,0.668402
0.813953,1.000000,147.181250,-42.826250,145.218750,-41.463750,0.508750,22.219999,2.373750,0.773983,0.491437,19.682501,3.845625,2.031537
0.617391,1.000000,147.181250,-42.826250,147.493750,-41.463750,0.508750,22.219999,2.373750,0.773983,0.504625,22.433121,1.266250,0.918334
0.867470,1.000000,147.181250,-42.826250,145.683750,-41.453750,0.508750,22.219999,2.373750,0.773983,0.473563,20.648750,1.559375,2.134822
0.630058,1.000000,147.181250,-42.826250,147.116250,-41.448750,0.508750,22.219999,2.373750,0.773983,0.498063,22.964371,2.300625,0.606476
0.732484,1.000000,147.181250,-42.826250,148.251250,-41.446250,0.508750,22.219999,2.373750,0.773983,0.520625,22.116249,3.804375,0.641866
0.821656,1.000000,147.181250,-42.826250,145.601250,-41.436250,0.508750,22.219999,2.373750,0.773983,0.472125,20.361250,1.655000,2.247885
0.886792,1.000000,147.181250,-42.826250,145.811250,-41.436250,0.508750,22.219999,2.373750,0.773983,0.477188,20.893749,1.616250,1.977852
0.771429,1.000000,147.181250,-42.826250,145.356250,-41.416250,0.508750,22.219999,2.373750,0.773983,0.489188,20.084999,3.408750,2.080123
0.583815,1.000000,147.181250,-42.826250,146.666250,-41.388750,0.508750,22.219999,2.373750,0.773983,0.499250,22.555630,1.661250,1.009161
0.845161,1.000000,147.181250,-42.826250,145.576250,-41.371250,0.508750,22.219999,2.373750,0.773983,0.470062,20.210621,1.938750,2.186903
0.562842,1.000000,147.181250,-42.826250,147.321250,-41.371250,0.508750,22.219999,2.373750,0.773983,0.498250,22.546881,1.708750,1.036970
0.565217,1.000000,147.181250,-42.826250,146.593750,-41.366250,0.508750,22.219999,2.373750,0.773983,0.501875,22.811880,2.405000,0.848907
0.681592,1.000000,147.181250,-42.826250,146.826250,-41.366250,0.508750,22.219999,2.373750,0.773983,0.495187,22.589371,1.922500,0.900732
0.825688,1.000000,147.181250,-42.826250,145.013750,-41.328750,0.508750,22.219999,2.373750,0.773983,0.484813,20.875000,4.603750,1.946640
0.564767,1.000000,147.181250,-42.826250,146.648750,-41.323750,0.508750,22.219999,2.373750,0.773983,0.497313,22.810631,2.500000,0.865334
0.604790,1.000000,147.181250,-42.826250,146.438750,-41.286250,0.508750,22.219999,2.373750,0.773983,0.502500,23.110620,3.393750,0.807378
0.777778,1.000000,147.181250,-42.826250,145.608750,-41.281250,0.508750,22.219999,2.373750,0.773983,0.489812,21.271879,3.453750,1.618158
0.757962,1.000000,147.181250,-42.826250,147.153750,-41.263750,0.508750,22.219999,2.373750,0.773983,0.492687,22.740000,2.853125,0.854254
0.666667,1.000000,147.181250,-42.826250,147.108750,-41.261250,0.508750,22.219999,2.373750,0.773983,0.484688,21.938129,1.828125,1.178481
0.604278,1.000000,147.181250,-42.826250,146.606250,-41.258750,0.508750,22.219999,2.373750,0.773983,0.496857,23.473570,3.732143,0.684782
0.532338,1.000000,147.181250,-42.826250,147.091250,-41.258750,0.508750,22.219999,2.373750,0.773983,0.487625,21.860001,2.236875,1.042739
0.537688,1.000000,147.181250,-42.826250,147.103750,-41.258750,0.508750,22.219999,2.373750,0.773983,0.484688,21.938129,1.828125,1.178481
0.656442,1.000000,147.181250,-42.826250,147.106250,-41.258750,0.508750,22.219999,2.373750,0.773983,0.484688,21.938129,1.828125,1.178481
0.612121,1.000000,147.181250,-42.826250,147.161250,-41.258750,0.508750,22.219999,2.373750,0.773983,0.493000,22.328751,3.043125,0.822815
0.477833,1.000000,147.181250,-42.826250,146.893750,-41.216250,0.508750,22.219999,2.373750,0.773983,0.483000,22.716869,3.591875,0.818792
0.708861,1.000000,147.181250,-42.826250,148.203750,-41.193750,0.508750,22.219999,2.373750,0.773983,0.489938,21.018120,3.995625,0.993923
0.849057,1.000000,147.181250,-42.826250,146.543750,-41.186250,0.508750,22.219999,2.373750,0.773983,0.495062,23.784370,4.065625,0.670045
0.668790,1.000000,147.181250,-42.826250,146.936250,-41.128750,0.508750,22.219999,2.373750,0.773983,0.477313,21.615620,3.490000,0.922878
0.922581,1.000000,147.181250,-42.826250,147.596250,-41.088750,0.508750,22.219999,2.373750,0.773983,0.504188,23.215000,4.280000,0.720566
0.719298,1.000000,147.181250,-42.826250,145.923750,-41.081250,0.508750,22.219999,2.373750,0.773983,0.496467,22.983330,4.663333,0.867860
0.576763,1.000000,147.181250,-42.826250,145.956250,-41.066250,0.508750,22.219999,2.373750,0.773983,0.493214,22.809999,4.575000,0.882829
0.901235,1.000000,147.181250,-42.826250,145.526250,-41.003750,0.508750,22.219999,2.373750,0.773983,0.484688,22.084999,4.504375,1.368303
0.743056,1.000000,147.181250,-42.826250,147.383750,-40.986250,0.508750,22.219999,2.373750,0.773983,0.500063,23.576880,4.822500,0.641571
0.803571,1.000000,147.181250,-42.826250,144.668750,-40.951250,0.508750,22.219999,2.373750,0.773983,0.484000,23.333750,6.597500,1.058006
0.806452,1.000000,147.181250,-42.826250,145.033750,-40.913750,0.508750,22.219999,2.373750,0.773983,0.510125,23.040630,5.312500,1.101625
0.699571,1.000000,147.181250,-42.826250,148.136250,-40.868750,0.508750,22.219999,2.373750,0.773983,0.461313,23.150631,6.823750,0.609839
0.775194,1.000000,147.181250,-42.826250,144.711250,-40.861250,0.508750,22.219999,2.373750,0.773983,0.485286,23.532860,6.736430,0.971630
0.905660,1.000000,147.181250,-42.826250,144.831250,-40.728750,0.508750,22.219999,2.373750,0.773983,0.490563,23.707500,6.713750,0.897209
0.788779,1.000000,147.181250,-42.826250,148.171250,-40.536250,0.508750,22.219999,2.373750,0.773983,0.447313,23.163130,6.886250,0.574872
0.805405,1.000000,147.181250,-42.826250,147.878750,-40.313750,0.508750,22.219999,2.373750,0.773983,0.458688,23.651251,6.615000,0.563885
0.827957,1.000000,147.181250,-42.826250,147.758750,-40.061250,0.508750,22.219999,2.373750,0.773983,0.454375,24.270000,6.817500,0.565404
0.648936,1.000000,147.326250,-42.826250,147.178750,-42.821250,0.510167,22.313330,3.565001,0.565681,0.507187,21.196871,2.260625,0.801148
0.690323,1.000000,147.326250,-42.826250,147.161250,-42.818750,0.510167,22.313330,3.565001,0.565681,0.498188,20.828751,1.915625,1.000516
0.621053,1.000000,147.326250,-42.826250,147.681250,-42.798750,0.510167,22.313330,3.565001,0.565681,0.510063,21.556250,3.830000,0.720676
0.989691,1.000000,147.326250,-42.826250,145.968750,-42.781250,0.510167,22.313330,3.565001,0.565681,0.454125,16.530001,1.310625,3.741848
0.973154,1.000000,147.326250,-42.826250,146.631250,-42.778750,0.510167,22.313330,3.565001,0.565681,0.477812,19.980000,0.669375,1.814204
0.480000,1.000000,147.326250,-42.826250,147.286250,-42.761250,0.510167,22.313330,3.565001,0.565681,0.515500,23.299999,3.223750,0.519952
0.564356,1.000000,147.326250,-42.826250,147.018750,-42.756250,0.510167,22.313330,3.565001,0.565681,0.517813,22.945629,1.840625,0.566724
0.733333,1.000000,147.326250,-42.826250,147.471250,-42.733750,0.510167,22.313330,3.565001,0.565681,0.513937,22.336250,3.154375,0.566322
0.657143,1.000000,147.326250,-42.826250,147.081250,-42.716250,0.510167,22.313330,3.565001,0.565681,0.505125,20.924999,1.522500,0.823630
0.651163,1.000000,147.326250,-42.826250,147.743750,-42.708750,0.510167,22.313330,3.565001,0.565681,0.502125,20.882500,3.055000,0.862486
0.673684,1.000000,147.326250,-42.826250,147.738750,-42.706250,0.510167,22.313330,3.565001,0.565681,0.505875,21.264999,3.213750,0.820954
0.600000,1.000000,147.326250,-42.826250,147.738750,-42.703750,0.510167,22.313330,3.565001,0.565681,0.505875,21.264999,3.213750,0.820954
0.794595,1.000000,147.326250,-42.826250,147.266250,-42.693750,0.510167,22.313330,3.565001,0.565681,0.517500,23.232500,2.816250,0.510420
0.720000,1.000000,147.326250,-42.826250,147.558750,-42.691250,0.510167,22.313330,3.565001,0.565681,0.511563,21.911249,2.895625,0.666619
0.990476,1.000000,147.326250,-42.826250,146.581250,-42.678750,0.510167,22.313330,3.565001,0.565681,0.441357,19.303570,-0.790000,2.252940
0.805825,1.000000,147.326250,-42.826250,147.276250,-42.678750,0.510167,22.313330,3.565001,0.565681,0.517938,23.243750,2.738750,0.506922
0.712418,1.000000,147.326250,-42.826250,147.881250,-42.678750,0.510167,22.313330,3.565001,0.565681,0.514375,21.441250,4.038125,0.678052
1.000000,1.000000,147.326250,-42.826250,146.558750,-42.671250,0.510167,22.313330,3.565001,0.565681,0.417188,18.736250,-1.378125,2.552789
0.872727,1.000000,147.326250,-42.826250,146.606250,-42.663750,0.510167,22.313330,3.565001,0.565681,0.449562,19.792500,-0.619375,2.130760
0.578947,1.000000,147.326250,-42.826250,147.588750,-42.663750,0.510167,22.313330,3.565001,0.565681,0.501938,21.361250,2.358125,0.808267
0.625731,1.000000,147.326250,-42.826250,147.631250,-42.641250,0.510167,22.313330,3.565001,0.565681,0.510625,21.325001,2.787500,0.725041
0.611111,1.000000,147.326250,-42.826250,147.621250,-42.633750,0.510167,22.313330,3.565001,0.565681,0.509250,21.408119,2.682500,0.738047
0.583756,1.000000,147.326250,-42.826250,147.618750,-42.631250,0.510167,22.313330,3.565001,0.565681,0.509063,21.394369,2.576250,0.738318
0.574468,1.000000,147.326250,-42.826250,147.623750,-42.628750,0.510167,22.313330,3.565001,0.565681,0.507250,21.564369,2.511875,0.759785
0.666667,1.000000,147.326250,-42.826250,147.636250,-42.618750,0.510167,22.313330,3.565001,0.565681,0.509188,21.855000,2.594375,0.740023
0.790850,1.000000,147.326250,-42.826250,147.791250,-42.598750,0.510167,22.313330,3.565001,0.565681,0.518250,22.327499,3.560625,0.604447
0.645283,1.000000,147.326250,-42.826250,147.801250,-42.586250,0.510167,22.313330,3.565001,0.565681,0.518250,22.340630,3.538125,0.604693
0.593023,1.000000,147.326250,-42.826250,147.828750,-42.583750,0.510167,22.313330,3.565001,0.565681,0.517500,21.740629,3.567500,0.613939
0.491329,1.000000,147.326250,-42.826250,147.411250,-42.578750,0.510167,22.313330,3.565001,0.565681,0.519875,22.646250,2.513750,0.506215
0.516588,1.000000,147.326250,-42.826250,147.828750,-42.561250,0.510167,22.313330,3.565001,0.565681,0.519500,21.796869,3.563125,0.575689
0.974359,1.000000,147.326250,-42.826250,146.308750,-42.556250,0.510167,22.313330,3.565001,0.565681,0.484375,18.711250,0.386250,2.405241
0.619048,1.000000,147.326250,-42.826250,147.868750,-42.551250,0.510167,22.313330,3.565001,0.565681,0.515562,21.800619,3.368750,0.642147
0.957447,1.000000,147.326250,-42.826250,145.481250,-42.548750,0.510167,22.313330,3.565001,0.565681,0.518000,18.651871,4.877500,2.429828
0.732558,1.000000,147.326250,-42.826250,147.298750,-42.541250,0.510167,22.313330,3.565001,0.565681,0.488313,21.305000,0.552500,0.884505
0.637427,1.000000,147.326250,-42.826250,147.318750,-42.523750,0.510167,22.313330,3.565001,0.565681,0.501562,21.799370,1.055625,0.740617
0.668508,1.000000,147.326250,-42.826250,147.711250,-42.486250,0.510167,22.313330,3.565001,0.565681,0.511000,21.799999,2.268750,0.693914
0.673913,1.000000,147.326250,-42.826250,147.283750,-42.411250,0.510167,22.313330,3.565001,0.565681,0.504625,22.423120,0.655000,0.646159
0.973154,1.000000,147.326250,-42.826250,145.631250,-42.358750,0.510167,22.313330,3.565001,0.565681,0.518687,17.075001,3.459375,3.163254
0.544186,1.000000,147.326250,-42.826250,147.886250,-42.358750,0.510167,22.313330,3.565001,0.565681,0.516688,22.169371,2.665000,0.600376
0.842697,1.000000,147.326250,-42.826250,146.968750,-42.316250,0.510167,22.313330,3.565001,0.565681,0.520187,23.309999,0.128750,0.567831
0.771429,1.000000,147.326250,-42.826250,147.921250,-42.231250,0.510167,22.313330,3.565001,0.565681,0.513313,21.775620,2.103750,0.617053
0.670886,1.000000,147.326250,-42.826250,147.993750,-42.203750,0.510167,22.313330,3.565001,0.565681,0.514625,22.176250,2.432500,0.630389
0.642458,1.000000,147.326250,-42.826250,147.831250,-42.171250,0.510167,22.313330,3.565001,0.565681,0.507187,22.553749,1.200625,0.631702
0.930233,1.000000,147.326250,-42.826250,146.168750,-42.151250,0.510167,22.313330,3.565001,0.565681,0.492813,19.537500,-0.120000,2.297645
0.761589,1.000000,147.326250,-42.826250,148.046250,-42.136250,0.510167,22.313330,3.565001,0.565681,0.526937,22.566250,3.550000,0.523383
0.803922,1.000000,147.326250,-42.826250,147.841250,-42.128750,0.510167,22.313330,3.565001,0.565681,0.510063,22.594999,1.240000,0.627792
0.900552,1.000000,147.326250,-42.826250,146.211250,-42.126250,0.510167,22.313330,3.565001,0.565681,0.498625,20.554371,-0.100000,1.917384
0.690909,1.000000,147.326250,-42.826250,147.363750,-42.088750,0.510167,22.313330,3.565001,0.565681,0.523000,23.450001,0.924375,0.437725
0.622642,1.000000,147.326250,-42.826250,147.958750,-42.073750,0.510167,22.313330,3.565001,0.565681,0.524875,21.887501,2.626250,0.529272
0.647799,1.000000,147.326250,-42.826250,147.956250,-42.056250,0.510167,22.313330,3.565001,0.565681,0.522750,22.223129,2.329375,0.553684
0.692308,1.000000,147.326250,-42.826250,148.268750,-42.053750,0.510167,22.313330,3.565001,0.565681,0.525000,22.036880,4.581250,0.630638
0.721854,1.000000,147.326250,-42.826250,147.428750,-42.028750,0.510167,22.313330,3.565001,0.565681,0.521125,23.137501,0.765625,0.487572
0.675325,1.000000,147.326250,-42.826250,147.971250,-42.018750,0.510167,22.313330,3.565001,0.565681,0.523000,22.373751,2.328750,0.562568
0.694737,1.000000,147.326250,-42.826250,147.968750,-42.016250,0.510167,22.313330,3.565001,0.565681,0.520437,21.765619,2.055625,0.587160
0.818182,1.000000,147.326250,-42.826250,147.191250,-42.008750,0.510167,22.313330,3.565001,0.565681,0.473062,22.155001,-1.173750,1.060383
0.722772,1.000000,147.326250,-42.826250,147.931250,-42.006250,0.510167,22.313330,3.565001,0.565681,0.521250,22.698130,1.945625,0.567240
0.753247,1.000000,147.326250,-42.826250,147.981250,-42.006250,0.510167,22.313330,3.565001,0.565681,0.527188,22.690620,2.808125,0.522838
0.725888,1.000000,147.326250,-42.826250,147.363750,-41.998750,0.510167,22.313330,3.565001,0.565681,0.519750,23.365000,0.643750,0.508960
0.691275,1.000000,147.326250,-42.826250,148.141250,-41.996250,0.510167,22.313330,3.565001,0.565681,0.528687,22.289379,4.028750,0.575890
0.732558,1.000000,147.326250,-42.826250,147.831250,-41.973750,0.510167,22.313330,3.565001,0.565681,0.501437,22.095631,0.546875,0.838635
0.976744,1.000000,147.326250,-42.826250,145.846250,-41.971250,0.510167,22.313330,3.565001,0.565681,0.466188,17.416870,0.123125,3.772912
0.725275,1.000000,147.326250,-42.826250,147.831250,-41.971250,0.510167,22.313330,3.565001,0.565681,0.500750,22.111879,0.520625,0.851564
0.807692,1.000000,147.326250,-42.826250,147.433750,-41.963750,0.510167,22.313330,3.565001,0.565681,0.524188,23.141251,0.993125,0.471430
0.737143,1.000000,147.326250,-42.826250,148.233750,-41.963750,0.510167,22.313330,3.565001,0.565681,0.528625,21.726879,4.650000,0.617725
